"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5581568,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5552131,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.547038,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.542239,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.5910981,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.6171603,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.6515968,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.6880689,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.7524412,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.6522096,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.6455971,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.6531681,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.642244,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.6528143,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.6275889,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.5906363,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.5432839,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.5231659,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.5401695,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.5321416,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.5526661,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.5324284,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.5026109,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.5104391,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.5004349,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.4941258,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.4841315,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.4837504,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.4909288,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.4984262,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.4877268,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.4892673,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.4667971,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.4462397,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.4625516,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.4621399,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.4753368,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.4755405,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.4650751,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.4598848,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.8246111,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.7650477,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.733959,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.7315443,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.7112579,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.7303698,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.7905635,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.8366693,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.870526,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.8388191,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.766601,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.7640145,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.7314975,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.7069229,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.7155356,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.6659386,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.6471839,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.6361693,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.6025943,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.644226,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.7281488,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.6977322,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.6584769,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.6487789,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.598984,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.589515,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6208094,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.605624,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.594064,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.6064373,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5781354,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6033575,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5982128,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6180618,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6465499,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6526094,,
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.5870681,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.5744093,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.5503161,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.6129469,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.6579027,"E","Estimated value"
"NZL","New Zealand","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.59574,"E","Estimated value"
